,URL,id,desc,stars,num_ratings,num_reviews,reviews,vader_score,final_score
217,http://flipkart.com/tripr-solid-men-v-neck-blue-grey-t-shirt/p/itm1f60d13d94f00?pid=TSHEXMT5ZYYGQCJ4&lid=LSTTSHEXMT5ZYYGQCJ4IZFLJE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_6_225&otracker=browse&fm=organic&iid=084e018d-f70c-4aa8-b3f0-2aa453359b85.TSHEXMT5ZYYGQCJ4.SEARCH&ppt=None&ppn=None&ssid=h4ptlhsnsg0000001658749328012,217,"Solid Men V Neck Blue, Grey T-Shirt",3.9,61040,8243,nice product but delivery is too long brilliant productquality is very nyccc😙😙😗😄 very very nice product ay,2.3994,0.0660958890
20,http://flipkart.com/blive-striped-men-round-neck-maroon-grey-t-shirt/p/itme357f8c31fa07?pid=TSHFVGZKGJFAPXN2&lid=LSTTSHFVGZKGJFAPXN2SC6RXA&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_23&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHFVGZKGJFAPXN2.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,20,"Striped Men Round Neck Maroon, Grey T-Shirt",4,66678,6560,very good tshirt really is very nice and very comfortable  super,1.9719,0.0605528820
69,http://flipkart.com/tripr-printed-men-hooded-neck-black-t-shirt/p/itm9b68413db414f?pid=TSHGY9TC9NN3TBJ6&lid=LSTTSHGY9TC9NN3TBJ6LFGSE3&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_74&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHGY9TC9NN3TBJ6.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,69,Printed Men Hooded Neck Black T-Shirt,4.1,73821,7109,nice just okay good,1.0882,0.0585533370
12,http://flipkart.com/tripr-solid-men-mandarin-collar-brown-black-t-shirt/p/itm2843b1a858cba?pid=TSHG9JJHXJJ8HVTZ&lid=LSTTSHG9JJHXJJ8HVTZQXL4TL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_13&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHG9JJHXJJ8HVTZ.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,12,"Solid Men Mandarin Collar Brown, Black T-Shirt",3.9,60983,5822,nice products good product 👍🏻 wow superb nice colour,2.4942,0.0583670580
360,http://flipkart.com/try-color-block-men-round-neck-maroon-beige-t-shirt/p/itm1e9001f0244a3?pid=TSHFGMGKGHE3SCTR&lid=LSTTSHFGMGKGHE3SCTRBE8PK1&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_10_374&otracker=browse&fm=organic&iid=1a3c65da-ab4a-4f52-bda8-58dd5a54d54b.TSHFGMGKGHE3SCTR.SEARCH&ppt=None&ppn=None&ssid=rb4s26l0yo0000001658749334580,360,"Color Block Men Round Neck Maroon, Beige T-Shirt",4,55105,6122,i like it if you wear it then definitely you feel like its a branded tshirt good looking superb nice product,2.6111,0.0577922410
261,http://flipkart.com/scott-international-solid-men-round-neck-multicolor-t-shirt/p/itmaf07b2209e08a?pid=TSHFZMKSFGWXXUAN&lid=LSTTSHFZMKSFGWXXUANFUFHHW&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_7_271&otracker=browse&fm=organic&iid=dc9d5535-86d0-43bc-a738-2fe5a9215bc0.TSHFZMKSFGWXXUAN.SEARCH&ppt=None&ppn=None&ssid=rqmeotx2dc0000001658749329129,261,Pack of 3 Solid Men Round Neck Multicolor T-Shirt,3.9,40949,5143,its so nice 👌 very good product best deallove it😍,2.6873,0.0451493160
124,http://flipkart.com/tripr-color-block-men-round-neck-multicolor-t-shirt/p/itm493cac85f6c8f?pid=TSHFUYZ2JEYZFJFC&lid=LSTTSHFUYZ2JEYZFJFCL3I8JL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_129&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHFUYZ2JEYZFJFC.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,124,Color Block Men Round Neck Multicolor T-Shirt,3.9,45750,5558,excellent good productus nice fiting is also good,1.8742,0.0430891330
51,http://flipkart.com/reya-solid-men-mandarin-collar-maroon-t-shirt/p/itme7bc3fa46d068?pid=TSHFKYKBHEZCUYCG&lid=LSTTSHFKYKBHEZCUYCG6YSSP0&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_55&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHFKYKBHEZCUYCG.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,51,Solid Men Mandarin Collar Maroon T-Shirt,3.9,43805,5116,super good for price nice,1.4613,0.0376012940
29,http://flipkart.com/ftx-solid-men-round-neck-black-dark-blue-blue-t-shirt/p/itm0e2ba765ba9eb?pid=TSHG4BMFEYZZANV2&lid=LSTTSHG4BMFEYZZANV280RFQS&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_32&otracker=browse&fm=organic&iid=en_okllZ7rIVahF31BScRynkFVJVh%2Flff30bBk4DmyXOyBzKqGdCYq9yMPFeZOcXYp6SURKobZXsmmmYV%2F9ZGO1tg%3D%3D&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,29,"Pack of 3 Solid Men Round Neck Black, Dark Blue, Blue T-Shirt",4.1,29304,3472,good quality just loved it perfect fit and highly recommend for workouts this product is expected 🤗and the quality of products is too goodfit size 😍the colour is same as shown in the pictures,3.2144,0.0350830920
138,http://flipkart.com/fastcolors-solid-men-round-neck-green-t-shirt/p/itme26ff726387d8?pid=TSHGBGADWH6RGCUG&lid=LSTTSHGBGADWH6RGCUGX06OYP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_143&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHGBGADWH6RGCUG.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,138,Solid Men Round Neck Green T-Shirt,4,38486,3893,so super quality super nice,1.6203,0.0332550120
21,http://flipkart.com/jump-cuts-striped-men-round-neck-yellow-black-t-shirt/p/itm5d42c1c0302e6?pid=TSHGDGJBKAJNUFYJ&lid=LSTTSHGDGJBKAJNUFYJUMNOY3&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_24&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGDGJBKAJNUFYJ.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,21,"Striped Men Round Neck Yellow, Black T-Shirt",3.7,33364,3771,good  💤 superb nice cloth 👍👏 beautiful fitting and glorious look,2.4271,0.0326595120
234,http://flipkart.com/eyebogler-color-block-men-hooded-neck-multicolor-t-shirt/p/itme298b2b1b912b?pid=TSHFZMJ6PH4HBRV4&lid=LSTTSHFZMJ6PH4HBRV4WMQHKR&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_7_242&otracker=browse&fm=organic&iid=dc9d5535-86d0-43bc-a738-2fe5a9215bc0.TSHFZMJ6PH4HBRV4.SEARCH&ppt=None&ppn=None&ssid=rqmeotx2dc0000001658749329129,234,Color Block Men Hooded Neck Multicolor T-Shirt,3.9,41072,3499,its very good products super quality and product 👍 very nice product,1.4613,0.0324796500
66,http://flipkart.com/london-hills-solid-men-round-neck-green-black-t-shirt/p/itmd91cb2bae7839?pid=TSHFKA9HHPX2S2RB&lid=LSTTSHFKA9HHPX2S2RBMQIRDM&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_71&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHFKA9HHPX2S2RB.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,66,"Pack of 2 Solid Men Round Neck Green, Black T-Shirt",4.1,27889,3869,no costly and fit dashing awesome tshirt loved it😍 good pair of t shirts product is good at the price offered,2.5264,0.0321495880
143,http://flipkart.com/tripr-color-block-men-round-neck-yellow-t-shirt/p/itmf4f538ae96e67?pid=TSHG2HWZR7ABGZGK&lid=LSTTSHG2HWZR7ABGZGKHXOP6H&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_149&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHG2HWZR7ABGZGK.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,143,Color Block Men Round Neck Yellow T-Shirt,4,29449,2752,awesome product 👌👌🤘❤️ nice must buy very nice quality  perfect fitting im searching this type of tshirts in market bt couldnt able to find any finally i found it on flipkart thank you flipkart,3.3065,0.0316999810
171,http://flipkart.com/jump-cuts-striped-men-round-neck-green-black-t-shirt/p/itm936f4102f77a8?pid=TSHG5JUFU7YCWVH8&lid=LSTTSHG5JUFU7YCWVH8X1IVMO&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_177&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHG5JUFU7YCWVH8.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,171,"Striped Men Round Neck Green, Black T-Shirt",3.7,32170,3626,good  💤 superb nice cloth 👍👏 beautiful fitting and glorious look,2.4271,0.0314550340
384,http://flipkart.com/tripr-printed-men-round-neck-red-t-shirt/p/itmdece78ff84bcc?pid=TSHFVPGYZFNHHKCK&lid=LSTTSHFVPGYZFNHHKCKZ9SQOF&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_10_398&otracker=browse&fm=organic&iid=1a3c65da-ab4a-4f52-bda8-58dd5a54d54b.TSHFVPGYZFNHHKCK.SEARCH&ppt=None&ppn=None&ssid=rb4s26l0yo0000001658749334580,384,Printed Men Round Neck Red T-Shirt,4,30101,3426,super quality nice products nice wow nice,2.4498,0.0310729690
145,http://flipkart.com/tricky-wear-solid-men-hooded-neck-multicolor-t-shirt/p/itm04e3598689277?pid=TSHFVNSG6E7GV6GT&lid=LSTTSHFVNSG6E7GV6GT2RXUHW&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_151&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHFVNSG6E7GV6GT.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,145,Solid Men Hooded Neck Multicolor T-Shirt,4,32486,3586,superb quality product is good 😍 nice t shirts,1.9456,0.0304890990
110,http://flipkart.com/jump-cuts-printed-men-round-neck-black-t-shirt/p/itmdf4ecd822dd5e?pid=TSHG7H35D2CDBF7Q&lid=LSTTSHG7H35D2CDBF7QUSULDX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_115&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHG7H35D2CDBF7Q.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,110,Printed Men Round Neck Black T-Shirt,3.9,24891,2739,good product quality best product comfortable good,2.0283,0.0232795230
153,http://flipkart.com/jorkk-solid-men-collared-neck-blue-t-shirt/p/itmffkqrvjsxbw2c?pid=TSHFFKPJNZT6QWVJ&lid=LSTTSHFFKPJNZT6QWVJQLBMHG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_159&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHFFKPJNZT6QWVJ.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,153,Solid Men Collared Neck Blue T-Shirt,3.8,20351,2570,i really like the quality of this product highly recommend ❤❤ love this product 😻❤️🔥 good material its  of m size,2.8083,0.0226311540
368,http://flipkart.com/uzee-striped-men-round-neck-dark-blue-t-shirt/p/itm7527203c13a78?pid=TSHFHWBHHHBFCSKA&lid=LSTTSHFHWBHHHBFCSKALJKM08&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_10_382&otracker=browse&fm=organic&iid=1a3c65da-ab4a-4f52-bda8-58dd5a54d54b.TSHFHWBHHHBFCSKA.SEARCH&ppt=None&ppn=None&ssid=rb4s26l0yo0000001658749334580,368,Striped Men Round Neck Dark Blue T-Shirt,4,22891,2460,nice t shirt nice t shart ❤ super quality t shirt,2.0793,0.0217749300
8,http://flipkart.com/blive-printed-men-round-neck-yellow-t-shirt/p/itm578071f5ac354?pid=TSHGBKQG6BKGUPC8&lid=LSTTSHGBKQG6BKGUPC8UFAIES&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_9&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGBKQG6BKGUPC8.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,8,Printed Men Round Neck Yellow T-Shirt,3.8,30009,2573,nice quality was osm good,0.8619,0.0210407700
98,http://flipkart.com/try-color-block-men-round-neck-black-white-t-shirt/p/itme7eb0664937f4?pid=TSHGYCHZYUEHX5TX&lid=LSTTSHGYCHZYUEHX5TXKCSGEN&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_103&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHGYCHZYUEHX5TX.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,98,"Color Block Men Round Neck Black, White T-Shirt",4.1,20204,1864,good🥰❤️🎉 nice product👌👌 good product 👍,2.6843,0.0202497370
112,http://flipkart.com/try-color-block-men-round-neck-white-t-shirt/p/itm728167a4958a8?pid=TSHGYSUTGCFXBFXZ&lid=LSTTSHGYSUTGCFXBFXZOTWVSX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_117&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHGYSUTGCFXBFXZ.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,112,Color Block Men Round Neck White T-Shirt,3.9,21108,1960,thik is a unique tshirt and very comfortable and this look is uniquei like this type of tshirt so wonderful ❤️❤️❤️❤️ wow nice look flipkart,2.4511,0.0198775300
2,http://flipkart.com/eyebogler-striped-men-polo-neck-white-blue-yellow-t-shirt/p/itm5e2f30fc1f038?pid=TSHGA4MH4JYR6YAK&lid=LSTTSHGA4MH4JYR6YAK73IUIW&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_3&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGA4MH4JYR6YAK.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,2,"Striped Men Polo Neck White, Blue, Yellow T-Shirt",4.1,15561,1650,good exactly same as in the catalog fabric soft little thin stitching finishing fitting everything ok next bigger size to branded is the right size no issues thanks team all the recent shopping are for gift purchase in the family function i hope they will like these items good quality product awasome 🥰🥰,3.5025,0.0184142750
160,http://flipkart.com/young-trendz-printed-men-round-neck-orange-t-shirt/p/itmf3ywyfutdtt6f?pid=TSHEW39JNCFHDYBU&lid=LSTTSHEW39JNCFHDYBUKASZYG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_166&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHEW39JNCFHDYBU.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,160,Printed Men Round Neck Orange T-Shirt,3.9,21222,2499,value for money 👍👍 tshirt is nice but ultimately it depends on person who wear it that how it looks best product osm,1.3984,0.0180302550
27,http://flipkart.com/jump-cuts-striped-men-round-neck-dark-blue-white-brown-t-shirt/p/itma5efb091041c0?pid=TSHFT55WC7RDVXKZ&lid=LSTTSHFT55WC7RDVXKZUZPVGY&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_30&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHFT55WC7RDVXKZ.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,27,"Pack of 3 Striped Men Round Neck Dark Blue, White, Brown T-Shirt",3.8,12606,1633,awesome n comfortable 👌👌 very nice product soo comfortable mind blowing i luv it value for money super,3.9125,0.0168262800
92,http://flipkart.com/maniac-color-block-men-round-neck-dark-green-t-shirt/p/itmbe583d232ccb4?pid=TSHFN5ZBTGSFDTZR&lid=LSTTSHFN5ZBTGSFDTZR7GLOGQ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_97&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHFN5ZBTGSFDTZR.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,92,Color Block Men Round Neck Dark Green T-Shirt,4,15663,1922,good awesome quality😍 awesome product,2.149,0.0158220200
148,http://flipkart.com/ausk-color-block-men-round-neck-white-blue-grey-t-shirt/p/itm7b189a7b5994f?pid=TSHFGJBFQCDZZTWA&lid=LSTTSHFGJBFQCDZZTWAFOFHJH&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_154&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHFGJBFQCDZZTWA.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,148,"Color Block Men Round Neck White, Blue, Grey T-Shirt",4.1,17321,1806,it is m size and amazingly comfortable superb awesome,1.7604,0.0157352180
36,http://flipkart.com/fastcolors-printed-men-hooded-neck-black-t-shirt/p/itm4edd3f4c7c0db?pid=TSHGAKXAGHEZNUGQ&lid=LSTTSHGAKXAGHEZNUGQ20GE6N&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_39&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGAKXAGHEZNUGQ.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,36,Printed Men Hooded Neck Black T-Shirt,3.9,19234,1686,best nice product good product,1.4988,0.0154041610
1,http://flipkart.com/louis-philippe-sport-solid-men-polo-neck-light-blue-t-shirt/p/itm4219552f73bd2?pid=TSHG2QYF3SGEJQSE&lid=LSTTSHG2QYF3SGEJQSEB2ZKQX&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_2&otracker=browse&fm=organic&iid=en_okllZ7rIVahF31BScRynkFVJVh%2Flff30bBk4DmyXOyAjjg4Qx%2BbDwF6L7Pstb1eoLY%2Bu3m7%2FWCms8%2FUjaa8Pnw%3D%3D&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,1,Solid Men Polo Neck Light Blue T-Shirt,4.1,14974,1286,the colour is just an awesome combination of maroon and coffeeand the fit is also perfect for me it is 60 cotton 40 spandex thank you flipkart for fast delivery comfortable product superb 👍🏽,3.0547,0.0153299200
271,http://flipkart.com/tqh-solid-men-round-neck-black-grey-t-shirt/p/itme6b86e6146419?pid=TSHG8YCSNUCH86YR&lid=LSTTSHG8YCSNUCH86YRRWJIWR&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_8_282&otracker=browse&fm=organic&iid=f06eec8e-6419-465e-8084-88a75c333c92.TSHG8YCSNUCH86YR.SEARCH&ppt=None&ppn=None&ssid=hc8ro5j3280000001658749331315,271,"Pack of 2 Solid Men Round Neck Black, Grey T-Shirt",4.2,11656,1426,excellent 😎 amazing super very much comfortable for summer days looks good quality superb and the price is very much resionable just go for it without any doubts,3.4959,0.0149356810
4,http://flipkart.com/tripr-printed-men-round-neck-pink-t-shirt/p/itm0fafa4d9c0f37?pid=TSHGBYH8ZJEMAYEM&lid=LSTTSHGBYH8ZJEMAYEM5QZEM8&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_5&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGBYH8ZJEMAYEM.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,4,Printed Men Round Neck Pink T-Shirt,3.8,15858,1238,perfect 🥰 💞 osm color  design but improvement in quality of product required good,2.9271,0.0147073140
223,http://flipkart.com/trends-tower-solid-men-round-neck-maroon-t-shirt/p/itmf7fvxehz7raar?pid=TSHF7FPGS8GUKYZH&lid=LSTTSHF7FPGS8GUKYZH4IDXRA&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_6_231&otracker=browse&fm=organic&iid=084e018d-f70c-4aa8-b3f0-2aa453359b85.TSHF7FPGS8GUKYZH.SEARCH&ppt=None&ppn=None&ssid=h4ptlhsnsg0000001658749328012,223,Solid Men Round Neck Maroon T-Shirt,4,19078,1959,fabulousmust buy nice product very good product 👍👍👍,0.8619,0.0143796880
100,http://flipkart.com/grey-box-solid-men-round-neck-white-t-shirt/p/itm0074f43393042?pid=TSHFVQR8BEYGQ4U6&lid=LSTTSHFVQR8BEYGQ4U6VNKJS4&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_105&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHFVQR8BEYGQ4U6.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,100,Solid Men Round Neck White T-Shirt,4,17012,1750,superb not bad  average supee quality t shirt material is cotton and very soft fitting is also good thank you flipkart for very fast delivery,0.8842,0.0128835620
42,http://flipkart.com/vebnor-striped-men-round-neck-blue-t-shirt/p/itm3150e4bd70e81?pid=TSHG6MZHVPHAY8NE&lid=LSTTSHG6MZHVPHAY8NEORGHHG&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_45&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHG6MZHVPHAY8NE.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,42,Striped Men Round Neck Blue T-Shirt,3.9,14776,1624,great productnice fabric must buy nice nice 👍🏿,1.4679,0.0124815990
73,http://flipkart.com/vebnor-striped-men-round-neck-yellow-t-shirt/p/itm95f715e237ba8?pid=TSHG27VGZTBHTY4V&lid=LSTTSHG27VGZTBHTY4V4COZR3&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_2_78&otracker=browse&fm=organic&iid=03790674-8250-4bfa-858b-0333696289cd.TSHG27VGZTBHTY4V.SEARCH&ppt=None&ppn=None&ssid=69maj2m9v40000001658749323857,73,Striped Men Round Neck Yellow T-Shirt,3.9,14775,1624,great productnice fabric must buy nice nice 👍🏿,1.4679,0.0124809900
93,http://flipkart.com/roden-striped-men-round-neck-grey-t-shirt/p/itm8cd773f208b9d?pid=TSHFPJJ6H7CRA3YF&lid=LSTTSHFPJJ6H7CRA3YFP8VCFC&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_98&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHFPJJ6H7CRA3YF.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,93,Striped Men Round Neck Grey T-Shirt,4.1,13177,1464,good product nice look t shirt is very nice my brother liked it,1.7049,0.0120837850
10,http://flipkart.com/scott-international-solid-men-polo-neck-green-t-shirt/p/itm851bc8c2bdaaa?pid=TSHFWJZEGKSAGQUR&lid=LSTTSHFWJZEGKSAGQUREWCIEA&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_11&otracker=browse&fm=organic&iid=en_okllZ7rIVahF31BScRynkFVJVh%2Flff30bBk4DmyXOyBVAG6Uj5lXxR01Lwk6%2BPBxbKt4LIKPR6cJat2QnPCEvA%3D%3D&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,10,Solid Men Polo Neck Green T-Shirt,3.9,14134,1676,very comfortable product must buy this tshirt i brought for my grand fathergood product go for it👍 good,1.4098,0.0120600800
182,http://flipkart.com/urbano-fashion-solid-men-mandarin-collar-dark-green-t-shirt/p/itm65a34a7459ed1?pid=TSHFTHCT7JMKU3HU&lid=LSTTSHFTHCT7JMKU3HUXFDYZY&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_5_188&otracker=browse&fm=organic&iid=5f36eec8-b866-4818-acfd-fc96b59362fd.TSHFTHCT7JMKU3HU.SEARCH&ppt=None&ppn=None&ssid=wi9d7ehkmo0000001658749327073,182,Solid Men Mandarin Collar Dark Green T-Shirt,3.9,9175,1108,good quality good quality and fitting its just awesome  pure cotton and very soft 🥰    i bought it for my boyfriend and he just loved it and fitting is damn good  worth buying ❤go for it guys  youll definitely like this tshirt,3.9404,0.0119738430
104,http://flipkart.com/alan-jones-solid-men-polo-neck-green-t-shirt/p/itma62fd946b525a?pid=TSHFQ9AK9M8WGXMK&lid=LSTTSHFQ9AK9M8WGXMKBORFN7&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_3_109&otracker=browse&fm=organic&iid=09a0a7e6-7da8-487f-8f7b-107f233c6e8e.TSHFQ9AK9M8WGXMK.SEARCH&ppt=None&ppn=None&ssid=qc4bqvncjk0000001658749324876,104,Solid Men Polo Neck Green T-Shirt,4.1,13084,1551,good superb nice shirt,1.4868,0.0117462790
147,http://flipkart.com/mokito-solid-men-round-neck-white-t-shirt/p/itm66c12e1af992f?pid=TSHFVYRR5YV2CHHA&lid=LSTTSHFVYRR5YV2CHHAPL4ORM&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_4_153&otracker=browse&fm=organic&iid=86087765-cb1b-47a5-9a71-2e15fca4f9dd.TSHFVYRR5YV2CHHA.SEARCH&ppt=None&ppn=None&ssid=p44ro0e34g0000001658749325968,147,Solid Men Round Neck White T-Shirt,4.1,9576,1060,same as picture 👍quality is excellent according to the price 😍comfortable and true to size🤙 great i like iti recommend you,3.2934,0.0112361710
226,http://flipkart.com/eyebogler-printed-men-hooded-neck-black-t-shirt/p/itm6f8e6478f8b65?pid=TSHFZGNHMNYUJFSV&lid=LSTTSHFZGNHMNYUJFSVG4FSKI&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_6_234&otracker=browse&fm=organic&iid=084e018d-f70c-4aa8-b3f0-2aa453359b85.TSHFZGNHMNYUJFSV.SEARCH&ppt=None&ppn=None&ssid=h4ptlhsnsg0000001658749328012,226,Printed Men Hooded Neck Black T-Shirt,4.2,11843,1055,superb quality and nice product i just love this product ❤nd guys u can buy 👍 nice product,2.1048,0.0110120090
23,http://flipkart.com/eyebogler-striped-men-round-neck-blue-t-shirt/p/itma15780e255c04?pid=TSHGYMY7UXKVKVWB&lid=LSTTSHGYMY7UXKVKVWBARXKCB&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_26&otracker=browse&fm=organic&iid=823eddf6-e251-4765-a614-ffa6ffd23e62.TSHGYMY7UXKVKVWB.SEARCH&ppt=None&ppn=None&ssid=gr7r5v2otc0000001658749322557,23,Striped Men Round Neck Blue T-Shirt,3.9,12425,1047,its look awesome worth of moneymy father look awesome in this tshirt osm products good product 👍,1.9165,0.0104985890
