ID,URL,BRAND,ITEM,DISCOUNTED PRICE,MRP,STARS,NUMBER OF RATINGS,NUMBER OF REVIEWS,LIST OF REVIEWS
263,http://flipkart.com/solid-women-flared-beige-skirt/p/itmf8b6a7778b827?pid=SKIFUP7XZJXUFGYC&lid=LSTSKIFUP7XZJXUFGYCQWUU4T&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_327&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIFUP7XZJXUFGYC.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,AND ,Women Solid Flared Beige Skirt,₹799,"₹1,999",4.8,8,0,[]
264,http://flipkart.com/rare-striped-women-a-line-maroon-skirt/p/itmfgxk6m94quqpg?pid=SKIFGX8HXN8WGZHX&lid=LSTSKIFGX8HXN8WGZHXDZCYI1&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_329&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIFGX8HXN8WGZHX.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,rare ,Women Striped A-line Maroon Skirt,₹714,"₹1,699",4.1,276,33,[]
265,http://flipkart.com/scube-designs-solid-women-pencil-black-skirt/p/itme5d5277ec8b6f?pid=SKIG9E4AQG5H4KSK&lid=LSTSKIG9E4AQG5H4KSKQSBGDY&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_330&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG9E4AQG5H4KSK.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,SCUBE DESIGNS ,Women Solid Pencil Black Skirt,₹369,"₹1,299",3.9,199,20,"['Amazing purchase.. n comfortable fabric and size also 5 star for the skirt 👍🏻', 'Superb', 'Awesome 👌']"
266,http://flipkart.com/urbanic-solid-women-a-line-blue-skirt/p/itmbf1a4c6c1962d?pid=SKIG7V88JXHTDZJ7&lid=LSTSKIG7V88JXHTDZJ76S56MH&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_331&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG7V88JXHTDZJ7.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,Urbanic ,Women Solid A-line Blue Skirt,"₹1,134","₹1,890",4.4,7,1,['Skirt is very nice and staff is very comfort I like it ♥️♥️']
267,http://flipkart.com/rajasthani-look-woven-women-gathered-light-green-skirt/p/itm1ab478dca0f56?pid=SKIFNXS3KGNUMMPY&lid=LSTSKIFNXS3KGNUMMPYMSCDW1&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_332&otracker=browse&fm=organic&iid=en_U9%2Bnew%2BZBLE4qdi1sHW0csuaENC9LZh8nRgklZnPX0S3YMeHzhBoWFzTJfyMT%2B4Lmrs9tafd%2FFGEd%2F9pMOQw2w%3D%3D&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,RAJASTHANI LOOK ,Women Woven Gathered Light Green Skirt,₹699,"₹1,499",3.7,3,1,['Superb']
268,http://flipkart.com/mehrang-solid-women-flared-black-skirt/p/itm3e3b5181089d5?pid=SKIG6SURFVCBNZGE&lid=LSTSKIG6SURFVCBNZGE2AB7YO&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_333&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG6SURFVCBNZGE.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,Mehrang ,Women Solid Flared Black Skirt,₹299,₹999,4.2,1462,153,"[""It's nice product."", 'Osm product 🤗', 'I love it ...but little loose']"
269,http://flipkart.com/tokyo-talkies-solid-women-straight-black-skirt/p/itm10381d6ebb5b1?pid=SKIG5ZNMHQQYUQTQ&lid=LSTSKIG5ZNMHQQYUQTQCGR4NZ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_334&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG5ZNMHQQYUQTQ.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,Tokyo Talkies ,Women Solid Straight Black Skirt,₹390,"₹1,399",4.1,14,3,"['3 stars cuz it doesnt hv zip or button ...fitting is gud', 'Super product', 'Brilliant']"
270,http://flipkart.com/berrylush-printed-women-straight-black-skirt/p/itm5e4b8e9b9417c?pid=SKIG79FKG5SSRAZV&lid=LSTSKIG79FKG5SSRAZVCXSIXR&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_335&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG79FKG5SSRAZV.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,Berrylush ,Women Printed Straight Black Skirt,"₹1,385","₹1,799",4.2,22,1,['Beautiful skirt']
271,http://flipkart.com/rajasthani-look-self-design-women-gathered-green-skirt/p/itm9e7fc44fced91?pid=SKIFNXS36YGHRDSJ&lid=LSTSKIFNXS36YGHRDSJPE9PIS&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_336&otracker=browse&fm=organic&iid=en_U9%2Bnew%2BZBLE4qdi1sHW0csuaENC9LZh8nRgklZnPX0Tqq8kA0LlpbvwmBWO0zDvABbOWDzOHTgaggL2y9r4kPw%3D%3D&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,RAJASTHANI LOOK ,Women Self Design Gathered Green Skirt,₹699,"₹1,499",4.2,6,2,"[""This is a owesome skirt. Don't think twice ngo for it. It has a very rich color n the color of the skirt is more beautiful than the image shown in the picture. Thank u so much Flipkart for this wonderful skirt ☺️☺️☺️☺️☺️☺️"", 'Nice, but belt is very loose to me, so I will return it']"
272,http://flipkart.com/perfect-choice-embroidered-women-regular-red-skirt/p/itmc58409f0690f7?pid=SKIFVNKGAWFQSZEG&lid=LSTSKIFVNKGAWFQSZEGJCGF0Z&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_337&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIFVNKGAWFQSZEG.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,Perfect Choice ,Women Embroidered Regular Red Skirt,₹471,"₹1,699",4.2,2637,350,"['nice product❤', 'Must buy 5 *****', ""It's really good quality materials,gives a proper finish as it's little stiff on the bottom really good for occasions""]"
273,http://flipkart.com/vero-moda-solid-women-asymetric-pink-skirt/p/itmf3xhfgetggnhp?pid=SKIF3XHGY5YNXTU8&lid=LSTSKIF3XHGY5YNXTU8AZBXAJ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_338&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIF3XHGY5YNXTU8.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,VERO MODA ,Women Solid Asymetric Pink Skirt,₹652,"₹2,299",4.1,18,5,"['Its a cotton skirt with no inner lining...poor quality product...not recommend to buy this', 'Cheap quality ,very bad..did not expect it from vero moda', 'fabric quality is not good...']"
274,http://flipkart.com/slenor-solid-women-pleated-red-skirt/p/itm849975cd5e46e?pid=SKIG8YGZKUDB6UHF&lid=LSTSKIG8YGZKUDB6UHFXAIKLB&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_339&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG8YGZKUDB6UHF.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,SLENOR ,Women Solid Pleated Red Skirt,₹472,"₹2,499",4.1,16,1,['Nice skirt']
275,http://flipkart.com/raj-rajeshwari-collection-printed-women-flared-black-skirt/p/itmd5040fbc7b179?pid=SKIGA5VTC2AQXEMP&lid=LSTSKIGA5VTC2AQXEMP7KJZTQ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_341&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIGA5VTC2AQXEMP.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,raj-rajeshwari collection ,Women Printed Flared Black Skirt,₹299,₹599,3.9,17,0,[]
276,http://flipkart.com/urbanic-solid-women-a-line-black-skirt/p/itm9d13dd3edd3ec?pid=SKIG74UH8CV8XHH9&lid=LSTSKIG74UH8CV8XHH9PZUDFQ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_342&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG74UH8CV8XHH9.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,Urbanic ,Women Solid A-line Black Skirt,₹425,"₹1,290",4.1,59,6,"['Perfect fit, good fabric, loved it', ""It's osm"", 'Same as shown in the picture ...i like it']"
