,URL,id,desc,stars,num_ratings,num_reviews,reviews,vader_score,final_score
309,http://flipkart.com/manisha-embroidered-women-flared-pink-skirt/p/itm4381e8a91c160?pid=SKIG9FJKX7C7YVTG&lid=LSTSKIG9FJKX7C7YVTGCEN7P2&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_385&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIG9FJKX7C7YVTG.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,309,Women Embroidered Flared Pink Skirt,4,80,4,product quality is good 😊 colour fade in first wash cloth is not good at all its torn within 2 months waste of money and white and gold colour faded in first wash very poor quality,0.451,0.0012620383
19,http://flipkart.com/sassafras-solid-women-asymetric-yellow-skirt/p/itm372a006ec0840?pid=SKIG4AGVEKSVEFYT&lid=LSTSKIG4AGVEKSVEFYTZX2A79&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_1_23&otracker=browse&fm=organic&iid=2d939601-ec13-4558-93c7-7dbe65e7c6c7.SKIG4AGVEKSVEFYT.SEARCH&ppt=None&ppn=None&ssid=il2xkxlcsg0000001658754628910,19,Women Solid Asymetric Yellow Skirt,3.8,50,4,nice dress colour is lighter than displayed but the fit and material are both amazing great purchase loved itvery nice material very nice colour same colour deliveredvery very nice skirt❤️❤️❤️,3.8574,0.0012282384
111,http://flipkart.com/purple-feather-solid-women-pencil-black-skirt/p/itmef24918c169b0?pid=SKIGCFENBBFEG7YP&lid=LSTSKIGCFENBBFEG7YPGUHFSE&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_4_142&otracker=browse&fm=organic&iid=c2e8f37a-c917-4619-a1ec-36a3b794b8a7.SKIGCFENBBFEG7YP.SEARCH&ppt=None&ppn=None&ssid=7rw6oula680000001658754631703,111,Women Solid Pencil Black Skirt,4,78,4,,0,0.0011718222
113,http://flipkart.com/urbanic-solid-women-a-line-black-skirt/p/itma15f062a04228?pid=SKIG7V88UTNGEQH7&lid=LSTSKIG7V88UTNGEQH7GWFTYL&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_4_145&otracker=browse&fm=organic&iid=c2e8f37a-c917-4619-a1ec-36a3b794b8a7.SKIG7V88UTNGEQH7.SEARCH&ppt=None&ppn=None&ssid=7rw6oula680000001658754631703,113,Women Solid A-line Black Skirt,3.8,62,6,good one very nice  good quality just go for it,1.3023,0.0011454924
298,http://flipkart.com/sassafras-solid-women-pleated-red-skirt/p/itm072ef1eb8c459?pid=SKIFZDU6CTVNS5TA&lid=LSTSKIFZDU6CTVNS5TAWIOXMQ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_371&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIFZDU6CTVNS5TA.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,298,Women Solid Pleated Red Skirt,3.9,78,5,,0,0.0011425266
304,http://flipkart.com/kotty-washed-women-a-line-black-skirt/p/itm8387be415f553?pid=SKIGC2DYPGGTR3SA&lid=LSTSKIGC2DYPGGTR3SAVW91OB&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_378&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIGC2DYPGGTR3SA.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,304,Women Washed A-line Black Skirt,3.6,56,3,i totally love the skirtits length is good not that much shorter in the picture perfectly fits me i like it product  go for it not so good its too long,2.5158,0.0010089084
0,http://flipkart.com/range-road-solid-women-a-line-multicolor-skirt/p/itme97f857b6f339?pid=SKIGCSVEGNTYFUAN&lid=LSTSKIGCSVEGNTYFUANAGMRGL&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_1_1&otracker=browse&fm=organic&iid=en_tlm01bTVb0MQukMn17A1DGU2ACxrVAO4PHGxxoirmPat2rOEGy%2BZQ9Pvc%2BovKnw1PWYVb1WKafQkX6ehpoKZng%3D%3D&ppt=None&ppn=None&ssid=il2xkxlcsg0000001658754628910,0,Women Solid A-line Multicolor Skirt,4,38,4,nice quality 👍  good colour 😍 thank you flipkart ❤️ good nice,2.5438,0.0009102647
128,http://flipkart.com/range-road-solid-women-a-line-multicolor-skirt/p/itme97f857b6f339?pid=SKIGCSVEGNTYFUAN&lid=LSTSKIGCSVEGNTYFUANAGMRGL&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_5_164&otracker=browse&fm=organic&iid=en_nLW7jPXUKAza001RwVLdk8QDRkBCjzh38mvEo%2FtqgvwxirhhffP7KROO%2Bw5mjbvd8Yetfv99WeBhAL5Vbz%2F25w%3D%3D&ppt=None&ppn=None&ssid=zuvmkf8rb40000001658754632960,128,Women Solid A-line Multicolor Skirt,4,38,4,nice quality 👍  good colour 😍 thank you flipkart ❤️ good nice,2.5438,0.0009102647
7,http://flipkart.com/range-road-solid-women-a-line-multicolor-skirt/p/itmea60a7015b52c?pid=SKIGCSVCYQFWYKDZ&lid=LSTSKIGCSVCYQFWYKDZGLZFS8&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_1_8&otracker=browse&fm=organic&iid=en_tlm01bTVb0MQukMn17A1DGU2ACxrVAO4PHGxxoirmPaOv6eRiLgBpDED0WzaM5cZB46VbE2iBnIz8Hh4Zw5ajw%3D%3D&ppt=None&ppn=None&ssid=il2xkxlcsg0000001658754628910,7,Women Solid A-line Multicolor Skirt,3.5,61,5,good its awesome bad quality,0.523,0.0008890909
135,http://flipkart.com/range-road-solid-women-a-line-multicolor-skirt/p/itmea60a7015b52c?pid=SKIGCSVCYQFWYKDZ&lid=LSTSKIGCSVCYQFWYKDZGLZFS8&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_5_172&otracker=browse&fm=organic&iid=en_nLW7jPXUKAza001RwVLdk8QDRkBCjzh38mvEo%2FtqgvwIT9qmzQwqu%2Bc8psAxaaAjB46VbE2iBnIz8Hh4Zw5ajw%3D%3D&ppt=None&ppn=None&ssid=zuvmkf8rb40000001658754632960,135,Women Solid A-line Multicolor Skirt,3.5,61,5,good its awesome bad quality,0.523,0.0008890909
155,http://flipkart.com/varanga-printed-women-flared-orange-skirt/p/itmadd1b4cec76a5?pid=SKIFHFMRQFBNCEH3&lid=LSTSKIFHFMRQFBNCEH3TF5VOK&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_5_193&otracker=browse&fm=organic&iid=e74ac348-ebe8-4dab-b71d-5977bd888bcf.SKIFHFMRQFBNCEH3.SEARCH&ppt=None&ppn=None&ssid=zuvmkf8rb40000001658754632960,155,Women Printed Flared Orange Skirt,4,53,2,very nice skirt print is good but quality is not good high price,1.3023,0.0008831103
96,http://flipkart.com/insua-applique-women-gathered-white-skirt/p/itm16accf821e1e0?pid=SKIFWFRVSWGZGFJQ&lid=LSTSKIFWFRVSWGZGFJQJOOYGG&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_4_122&otracker=browse&fm=organic&iid=c2e8f37a-c917-4619-a1ec-36a3b794b8a7.SKIFWFRVSWGZGFJQ.SEARCH&ppt=None&ppn=None&ssid=7rw6oula680000001658754631703,96,Women Applique Gathered White Skirt,4.1,34,4,nice but could be better cute product😊happy with the service looking nice,2.4606,0.0008518411
258,http://flipkart.com/urbanic-floral-print-women-regular-yellow-skirt/p/itmc10480afeddf8?pid=SKIG5YNHPASPBV5C&lid=LSTSKIG5YNHPASPBV5CPY2DJ3&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_321&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG5YNHPASPBV5C.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,258,Women Floral Print Regular Yellow Skirt,3.9,30,3,good one very nice product the material of the skirt is very comfortable i love it you should surely buy this product amazing skirt  looks beautiful  quality is good too,4.0755,0.0008472280
230,http://flipkart.com/stylestone-washed-women-regular-blue-skirt/p/itm1f1fae385fed8?pid=SKIFUQF36ZNPRXPM&lid=LSTSKIFUQF36ZNPRXPMQ0LSGB&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_8_285&otracker=browse&fm=organic&iid=23d51186-d045-46b1-81f9-198d2c6b7bee.SKIFUQF36ZNPRXPM.SEARCH&ppt=None&ppn=None&ssid=okephamwgw0000001658754635720,230,Women Washed Regular Blue Skirt,4.1,37,6,good colour stretchable  light weight but a bit pricey for its quality nice 👍 its worth for money,1.0882,0.0007875316
182,http://flipkart.com/insua-applique-women-gathered-black-blue-skirt/p/itm8ca5f152ca3c6?pid=SKIFWFRVUFPSA72M&lid=LSTSKIFWFRVUFPSA72MDYTT6O&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_6_226&otracker=browse&fm=organic&iid=2c5cc464-e9e7-42ed-b5e4-2ed0cd27636a.SKIFWFRVUFPSA72M.SEARCH&ppt=None&ppn=None&ssid=ox1oaa7vfk0000001658754633878,182,"Women Applique Gathered Black, Blue Skirt",4.1,40,3,superb skirt thank u flipkart looks very nice but there is no chain it just got elastic around waist which is also loose a bit osm,0.7934,0.0006953454
202,http://flipkart.com/insua-applique-women-gathered-black-blue-skirt/p/itm8ca5f152ca3c6?pid=SKIFWFRVUFPSA72M&lid=LSTSKIFWFRVUFPSA72MDYTT6O&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_7_251&otracker=browse&fm=organic&iid=123b8e54-6e8f-4941-8769-1f98471a9555.SKIFWFRVUFPSA72M.SEARCH&ppt=None&ppn=None&ssid=utbx982ig00000001658754634852,202,"Women Applique Gathered Black, Blue Skirt",4.1,40,3,superb skirt thank u flipkart looks very nice but there is no chain it just got elastic around waist which is also loose a bit osm,0.7934,0.0006953454
219,http://flipkart.com/dollfashion-solid-women-flared-white-skirt/p/itm89293ce9a2856?pid=SKIGEWPQYSZWDBGV&lid=LSTSKIGEWPQYSZWDBGVKC8UGA&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_7_271&otracker=browse&fm=organic&iid=123b8e54-6e8f-4941-8769-1f98471a9555.SKIGEWPQYSZWDBGV.SEARCH&ppt=None&ppn=None&ssid=utbx982ig00000001658754634852,219,Women Solid Flared White Skirt,4.2,21,3,very good quality 👌 👏 👍 nice products as fit as style  nice fitting also try this one wonderful✨😍 very nice,3.636,0.0006950834
119,http://flipkart.com/varanga-printed-women-flared-blue-skirt/p/itm70d07683df3a1?pid=SKIFUVHYFMPV3PGH&lid=LSTSKIFUVHYFMPV3PGHAFBCQ0&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_4_151&otracker=browse&fm=organic&iid=c2e8f37a-c917-4619-a1ec-36a3b794b8a7.SKIFUVHYFMPV3PGH.SEARCH&ppt=None&ppn=None&ssid=7rw6oula680000001658754631703,119,Women Printed Flared Blue Skirt,3.9,39,4,although ordered a big size its a small fit and not lengthy for tall women nice fall and frill quality is not up to the mark,0.7827,0.0006756860
125,http://flipkart.com/varanga-printed-women-flared-blue-skirt/p/itm70d07683df3a1?pid=SKIFUVHYFMPV3PGH&lid=LSTSKIFUVHYFMPV3PGHAFBCQ0&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_5_161&otracker=browse&fm=organic&iid=e74ac348-ebe8-4dab-b71d-5977bd888bcf.SKIFUVHYFMPV3PGH.SEARCH&ppt=None&ppn=None&ssid=zuvmkf8rb40000001658754632960,125,Women Printed Flared Blue Skirt,3.9,39,4,although ordered a big size its a small fit and not lengthy for tall women nice fall and frill quality is not up to the mark,0.7827,0.0006756860
303,http://flipkart.com/berrylush-floral-print-women-straight-black-skirt/p/itm8fd5ca1e56d48?pid=SKIG79FJAZGB7GYZ&lid=LSTSKIG79FJAZGB7GYZXRRJC7&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_377&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIG79FJAZGB7GYZ.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,303,Women Floral Print Straight Black Skirt,4.3,43,5,thank you flipkart poor quality cheap quality material,-0.1155,0.0006751933
164,http://flipkart.com/puma-solid-women-straight-black-skirt/p/itmce80ad8d306ec?pid=SKIFMTD8RWZZHS2G&lid=LSTSKIFMTD8RWZZHS2GX3YDSI&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_6_205&otracker=browse&fm=organic&iid=2c5cc464-e9e7-42ed-b5e4-2ed0cd27636a.SKIFMTD8RWZZHS2G.SEARCH&ppt=None&ppn=None&ssid=ox1oaa7vfk0000001658754633878,164,Women Solid Straight Black Skirt,4.5,25,4,superbly made everything is as expected but material is little light and yahhh it\s manufacturing is an old one 2018 but loved it ok ok ok ok,1.7834,0.0006604615
221,http://flipkart.com/darzi-solid-women-flared-red-skirt/p/itmcd43fba631c14?pid=SKIGBHS9XVHG6U2X&lid=LSTSKIGBHS9XVHG6U2XTQWJBZ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_7_273&otracker=browse&fm=organic&iid=123b8e54-6e8f-4941-8769-1f98471a9555.SKIGBHS9XVHG6U2X.SEARCH&ppt=None&ppn=None&ssid=utbx982ig00000001658754634852,221,Women Solid Flared Red Skirt,4.1,40,5,just awsome not good and too loose skirt oooosam,0.1222,0.0006363367
98,http://flipkart.com/uptownie-lite-solid-women-a-line-dark-blue-skirt/p/itm271feee5d6729?pid=SKIG9S6ZG26MPQER&lid=LSTSKIG9S6ZG26MPQERMEDKCX&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_4_126&otracker=browse&fm=organic&iid=c2e8f37a-c917-4619-a1ec-36a3b794b8a7.SKIG9S6ZG26MPQER.SEARCH&ppt=None&ppn=None&ssid=7rw6oula680000001658754631703,98,Women Solid A-line Dark Blue Skirt,4.2,38,4,,0,0.0005994321
321,http://flipkart.com/uptownie-lite-solid-women-a-line-black-skirt/p/itm2f6beb2a7be0c?pid=SKIG9S6ZXWAXERGJ&lid=LSTSKIG9S6ZXWAXERGJC5CN50&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_399&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIG9S6ZXWAXERGJ.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,321,Women Solid A-line Black Skirt,4.2,38,4,,0,0.0005994321
314,http://flipkart.com/w-printed-women-pleated-white-skirt/p/itmfdv5jvy9spmzf?pid=SKIFDV5JMYTSFBA9&lid=LSTSKIFDV5JMYTSFBA9D13QDW&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_390&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIFDV5JMYTSFBA9.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,314,Women Printed Pleated White Skirt,4.6,22,5,very nice its just okay 👍 beautiful,1.2472,0.0005880825
317,http://flipkart.com/forever-21-solid-women-pencil-white-skirt/p/itma2c6b90549a0a?pid=SKIG6RMUH5CQUZ53&lid=LSTSKIG6RMUH5CQUZ53VQY5YZ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_394&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIG6RMUH5CQUZ53.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,317,Women Solid Pencil White Skirt,4.7,9,3,lovely as it seems i am very much satisfied a must have ♥️ its a must have i love the product not gonna lie its a little bit see through but its amazing girls nice fit and quality,3.6498,0.0005240712
48,http://flipkart.com/tokyo-talkies-solid-women-skorts-black-skirt/p/itm2fe7fc298f635?pid=SKIGBTMSHH3FDUJR&lid=LSTSKIGBTMSHH3FDUJRWIEVB2&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_2_62&otracker=browse&fm=organic&iid=63e93b0c-dfec-4540-addd-a41ee50e7cac.SKIGBTMSHH3FDUJR.SEARCH&ppt=None&ppn=None&ssid=7lcr84u6dc0000001658754629785,48,Women Solid Skorts Black Skirt,4,34,0,,0,0.0005107943
152,http://flipkart.com/urbanic-solid-women-straight-yellow-skirt/p/itmebdda979cd116?pid=SKIG74UF2FFNHEAZ&lid=LSTSKIG74UF2FFNHEAZUS0LA9&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_5_189&otracker=browse&fm=organic&iid=e74ac348-ebe8-4dab-b71d-5977bd888bcf.SKIG74UF2FFNHEAZ.SEARCH&ppt=None&ppn=None&ssid=zuvmkf8rb40000001658754632960,152,Women Solid Straight Yellow Skirt,4.2,32,1,,0,0.0005047849
181,http://flipkart.com/morewill-solid-women-pencil-blue-skirt/p/itm6f685f5636afa?pid=SKIGAZM5PNYYNWGZ&lid=LSTSKIGAZM5PNYYNWGZDYQYHT&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_6_225&otracker=browse&fm=organic&iid=2c5cc464-e9e7-42ed-b5e4-2ed0cd27636a.SKIGAZM5PNYYNWGZ.SEARCH&ppt=None&ppn=None&ssid=ox1oaa7vfk0000001658754633878,181,Women Solid Pencil Blue Skirt,4,26,3,nice product not bad nice and good product,0.7411,0.0004647619
201,http://flipkart.com/morewill-solid-women-pencil-blue-skirt/p/itm6f685f5636afa?pid=SKIGAZM5PNYYNWGZ&lid=LSTSKIGAZM5PNYYNWGZDYQYHT&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_7_250&otracker=browse&fm=organic&iid=123b8e54-6e8f-4941-8769-1f98471a9555.SKIGAZM5PNYYNWGZ.SEARCH&ppt=None&ppn=None&ssid=utbx982ig00000001658754634852,201,Women Solid Pencil Blue Skirt,4,26,3,nice product not bad nice and good product,0.7411,0.0004647619
300,http://flipkart.com/urbanic-solid-women-a-line-blue-skirt/p/itm0d47ef68b3ec2?pid=SKIG7V882GHXPPGC&lid=LSTSKIG7V882GHXPPGCYRTMZK&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_374&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIG7V882GHXPPGC.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,300,Women Solid A-line Blue Skirt,3.7,22,3,quality is not upto expected  stitch pattern is also not so good best product very good,1.5177,0.0004575865
173,http://flipkart.com/varanga-self-design-women-flared-orange-skirt/p/itmbbfa4957fea43?pid=SKIFUVG7WWVZVSGY&lid=LSTSKIFUVG7WWVZVSGYNB1MH1&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_6_215&otracker=browse&fm=organic&iid=2c5cc464-e9e7-42ed-b5e4-2ed0cd27636a.SKIFUVG7WWVZVSGY.SEARCH&ppt=None&ppn=None&ssid=ox1oaa7vfk0000001658754633878,173,Women Self Design Flared Orange Skirt,3.9,17,4,nice so sweet product is awesome,1.5052,0.0004498260
194,http://flipkart.com/varanga-self-design-women-flared-orange-skirt/p/itmbbfa4957fea43?pid=SKIFUVG7WWVZVSGY&lid=LSTSKIFUVG7WWVZVSGYNB1MH1&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_7_241&otracker=browse&fm=organic&iid=123b8e54-6e8f-4941-8769-1f98471a9555.SKIFUVG7WWVZVSGY.SEARCH&ppt=None&ppn=None&ssid=utbx982ig00000001658754634852,194,Women Self Design Flared Orange Skirt,3.9,17,4,nice so sweet product is awesome,1.5052,0.0004498260
114,http://flipkart.com/montrez-solid-women-straight-blue-skirt/p/itm92adf0434c28d?pid=SKIGCNGJBR6QNHZC&lid=LSTSKIGCNGJBR6QNHZCLES55E&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_4_146&otracker=browse&fm=organic&iid=c2e8f37a-c917-4619-a1ec-36a3b794b8a7.SKIGCNGJBR6QNHZC.SEARCH&ppt=None&ppn=None&ssid=7rw6oula680000001658754631703,114,Women Solid Straight Blue Skirt,3.8,12,3,nice skirt 😊🥰😊 im happy with this product 😊,2.6719,0.0004386167
313,http://flipkart.com/jaipur-kurti-printed-women-a-line-dark-blue-skirt/p/itm10594966de882?pid=SKIG4VKXGZHQZNV2&lid=LSTSKIG4VKXGZHQZNV2WPS871&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_389&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIG4VKXGZHQZNV2.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,313,Women Printed A-line Dark Blue Skirt,3.9,25,1,same as shown in pic perfect length fabric color fitting everything is nice thanks flipkart,1.4338,0.0004140165
305,http://flipkart.com/sassafras-solid-women-regular-black-skirt/p/itm8b2f933da5d3e?pid=SKIG6TEYPPP3YBUY&lid=LSTSKIG6TEYPPP3YBUYHYTFW1&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_379&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIG6TEYPPP3YBUY.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,305,Women Solid Regular Black Skirt,3.8,29,2,fitting was bad for me so i returned not suitable for short height girls go 2 size down  it is stylish and versatile piece you can wear in parties plus can be used as formal,-0.1404,0.0004045280
191,http://flipkart.com/marks-spencer-solid-women-a-line-black-skirt/p/itm77b05aeb60782?pid=SKIFNNMYJJXCBP4H&lid=LSTSKIFNNMYJJXCBP4HC7XIWS&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_6_237&otracker=browse&fm=organic&iid=2c5cc464-e9e7-42ed-b5e4-2ed0cd27636a.SKIFNNMYJJXCBP4H.SEARCH&ppt=None&ppn=None&ssid=ox1oaa7vfk0000001658754633878,191,Women Solid A-line Black Skirt,4.6,22,1,awesome,0.6249,0.0004009335
213,http://flipkart.com/marks-spencer-solid-women-a-line-black-skirt/p/itm77b05aeb60782?pid=SKIFNNMYJJXCBP4H&lid=LSTSKIFNNMYJJXCBP4HC7XIWS&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_7_263&otracker=browse&fm=organic&iid=123b8e54-6e8f-4941-8769-1f98471a9555.SKIFNNMYJJXCBP4H.SEARCH&ppt=None&ppn=None&ssid=utbx982ig00000001658754634852,213,Women Solid A-line Black Skirt,4.6,22,1,awesome,0.6249,0.0004009335
208,http://flipkart.com/sassafras-solid-women-pencil-black-skirt/p/itm5d1f240dd47cf?pid=SKIG9CSAHBRSMPHY&lid=LSTSKIG9CSAHBRSMPHYU1DDVQ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_7_258&otracker=browse&fm=organic&iid=123b8e54-6e8f-4941-8769-1f98471a9555.SKIG9CSAHBRSMPHY.SEARCH&ppt=None&ppn=None&ssid=utbx982ig00000001658754634852,208,Women Solid Pencil Black Skirt,4.7,12,2,awesome quality ❤️ in love with this colour 🤩 must buy product girls its a beautiful skirt u can wear it in summer as well as winters with boots love the colour and fitting,2.7713,0.0003966936
293,http://flipkart.com/dollfashion-solid-women-layered-white-skirt/p/itm441f369e0cc44?pid=SKIGF3AHJTNEX3BZ&lid=LSTSKIGF3AHJTNEX3BZ2VJEEC&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_10_365&otracker=browse&fm=organic&iid=11ad4385-82c4-45b4-bd41-659e72e8f2aa.SKIGF3AHJTNEX3BZ.SEARCH&ppt=None&ppn=None&ssid=hghl74woo00000001658754637716,293,Women Solid Layered White Skirt,3.3,26,2,nice not good quality,0.8619,0.0003797456
270,http://flipkart.com/berrylush-printed-women-straight-black-skirt/p/itm5e4b8e9b9417c?pid=SKIG79FKG5SSRAZV&lid=LSTSKIG79FKG5SSRAZVCXSIXR&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_335&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG79FKG5SSRAZV.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,270,Women Printed Straight Black Skirt,4.2,22,1,beautiful skirt,0.5994,0.0003670316
273,http://flipkart.com/vero-moda-solid-women-asymetric-pink-skirt/p/itmf3xhfgetggnhp?pid=SKIF3XHGY5YNXTU8&lid=LSTSKIF3XHGY5YNXTU8AZBXAJ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_338&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIF3XHGY5YNXTU8.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,273,Women Solid Asymetric Pink Skirt,4.1,18,5,its a cotton skirt with no inner liningpoor quality productnot recommend to buy this cheap quality very baddid not expect it from vero moda fabric quality is not good,0.5056,0.0003614983
62,http://flipkart.com/metronaut-solid-women-a-line-dark-blue-skirt/p/itmb72aa565bd18b?pid=SKIGBSHFGUJTVXGG&lid=LSTSKIGBSHFGUJTVXGG6AMSYD&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_2_80&otracker=browse&fm=organic&iid=en_KXziy79qCsAcbvNsA9Sc%2B6oz%2FvYUhrMSrMgfd1iWIFrgNQMD3GjlAalHTZqBrx4Q%2BLr8YTPigI9LOzjEU5tYnA%3D%3D&ppt=None&ppn=None&ssid=7lcr84u6dc0000001658754629785,62,Women Solid A-line Dark Blue Skirt,4,21,1,best quality and fiting,0.6369,0.0003367333
278,http://flipkart.com/metronaut-solid-women-a-line-light-blue-skirt/p/itm6cf58024be57d?pid=SKIGBSHYAAMZBH7U&lid=LSTSKIGBSHYAAMZBH7UNV1Q8N&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_345&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIGBSHYAAMZBH7U.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,278,Women Solid A-line Light Blue Skirt,4,21,1,best quality and fiting,0.6369,0.0003367333
269,http://flipkart.com/tokyo-talkies-solid-women-straight-black-skirt/p/itm10381d6ebb5b1?pid=SKIG5ZNMHQQYUQTQ&lid=LSTSKIG5ZNMHQQYUQTQCGR4NZ&marketplace=FLIPKART&store=clo%2Fvua%2Fiku%2Fw5t&srno=b_9_334&otracker=browse&fm=organic&iid=69e239c2-1a67-45ba-9cb3-ef8a7f54c146.SKIG5ZNMHQQYUQTQ.SEARCH&ppt=None&ppn=None&ssid=mby6gqd8740000001658754636747,269,Women Solid Straight Black Skirt,4.1,14,3,3 stars cuz it doesnt hv zip or button fitting is gud super product brilliant,1.1853,0.0003341864
